Cod.;Nome;Fornecedor;Valor Unit.;Prazo recarga;Prazo cartão novo;UF;Cidade;Data Tarifa
16569;Riocard (Semove) - 0 - Nova Iguaçu - Nova Friburgo (via Magé) - A;Riocard (Semove);61,95;3;7;RJ;Rio de Janeiro;01/12/2025
16570;Riocard (Semove) - 1 - Cachoeiras de Macacu - Nova Iguaçu - A;Riocard (Semove);44,45;3;7;RJ;Rio de Janeiro;01/12/2025
16571;Riocard (Semove) - 2 - Duque de Caxias - Nova Friburgo - A;Riocard (Semove);57,30;3;7;RJ;Rio de Janeiro;01/12/2025
16572;Riocard (Semove) - 3 - Cachoeiras de Macacu - Duque de Caxias - A;Riocard (Semove);32,00;3;7;RJ;Rio de Janeiro;01/12/2025
16573;Riocard (Semove) - 0 - Macaé - Nova Friburgo (via Parada Modelo e Lumiar) - AC;Riocard (Semove);52,90;3;7;RJ;Rio de Janeiro;01/12/2025
16574;Riocard (Semove) - 1 - Casimiro de Abreu - Nova Friburgo - AC;Riocard (Semove);28,20;3;7;RJ;Rio de Janeiro;01/12/2025
16575;Riocard (Semove) - 2 - Nova Friburgo - Rio das Ostras - AC;Riocard (Semove);40,55;3;7;RJ;Rio de Janeiro;01/12/2025
16576;Riocard (Semove) - 3 - Casimiro de Abreu Lumiar - AC;Riocard (Semove);16,45;3;7;RJ;Rio de Janeiro;01/12/2025
16577;Riocard (Semove) - 4 - Lumiar - Rio das Ostras - AC;Riocard (Semove);28,80;3;7;RJ;Rio de Janeiro;01/12/2025
16578;Riocard (Semove) - 5 - Lumiar - Macaé - AC;Riocard (Semove);41,15;3;7;RJ;Rio de Janeiro;01/12/2025
16579;Riocard (Semove) - 0 - Nova Friburgo - Rio das Ostras - AC;Riocard (Semove);40,55;3;7;RJ;Rio de Janeiro;01/12/2025
16580;Riocard (Semove) - 1 - Nova Friburgo - Casimiro de Abreu - AC;Riocard (Semove);28,20;3;7;RJ;Rio de Janeiro;01/12/2025
16581;Riocard (Semove) - 2 - Lumiar - Rio das Ostras - AC;Riocard (Semove);28,80;3;7;RJ;Rio de Janeiro;01/12/2025
16582;Riocard (Semove) - 3 - Casimiro de Abreu - Lumiar - AC;Riocard (Semove);16,45;3;7;RJ;Rio de Janeiro;01/12/2025
16583;Riocard (Semove) - 4 - Casimiro de Abreu - Rio das Ostras - AC;Riocard (Semove);13,70;3;7;RJ;Rio de Janeiro;01/12/2025
16584;Riocard (Semove) - 0 - Rio de Janeiro - São Fidélis (via Nova Friburgo) - A;Riocard (Semove);114,90;3;7;RJ;Rio de Janeiro;01/12/2025
16585;Riocard (Semove) - 1 - Niterói - São Fidélis - A;Riocard (Semove);110,90;3;7;RJ;Rio de Janeiro;01/12/2025
16586;Riocard (Semove) - 2 - Niterói - Bom Jardim - A;Riocard (Semove);60,25;3;7;RJ;Rio de Janeiro;01/12/2025
16587;Riocard (Semove) - 3 - Niterói - Valão do Barro - A;Riocard (Semove);87,35;3;7;RJ;Rio de Janeiro;01/12/2025
16588;Riocard (Semove) - 4 - Niterói - Cantagalo - A;Riocard (Semove);69,15;3;7;RJ;Rio de Janeiro;01/12/2025
16589;Riocard (Semove) - 5 - Nova Friburgo - Bom Jardim - A;Riocard (Semove);9,40;3;7;RJ;Rio de Janeiro;01/12/2025
16590;Riocard (Semove) - 6 - Bom Jardim - Cordeiro - A;Riocard (Semove);9,20;3;7;RJ;Rio de Janeiro;01/12/2025
16591;Riocard (Semove) - 7 - Macuco - Cordeiro - A;Riocard (Semove);9,50;3;7;RJ;Rio de Janeiro;01/12/2025
16592;Riocard (Semove) - 8 - Macuco - Floresta - A;Riocard (Semove);5,30;3;7;RJ;Rio de Janeiro;01/12/2025
16593;Riocard (Semove) - 9 - Valão do Barro - Floresta - A;Riocard (Semove);6,10;3;7;RJ;Rio de Janeiro;01/12/2025
16594;Riocard (Semove) - 10 - Valão do Barro - Ibipeba - A;Riocard (Semove);3,35;3;7;RJ;Rio de Janeiro;01/12/2025
16595;Riocard (Semove) - 11 - Ponto da Pergunta - Ibipeba - A;Riocard (Semove);3,95;3;7;RJ;Rio de Janeiro;01/12/2025
16596;Riocard (Semove) - 12 - Ponto da Pergunta - Cambiasca - A;Riocard (Semove);3,45;3;7;RJ;Rio de Janeiro;01/12/2025
16597;Riocard (Semove) - 13 - Anésio Seixas - Cambiasca - A;Riocard (Semove);4,05;3;7;RJ;Rio de Janeiro;01/12/2025
16598;Riocard (Semove) - 14 - Anésio Seixas - Dois Rios - A;Riocard (Semove);3,75;3;7;RJ;Rio de Janeiro;01/12/2025
16599;Riocard (Semove) - 15 - São Fidélis - Dois Rios - A;Riocard (Semove);4,65;3;7;RJ;Rio de Janeiro;01/12/2025
16600;Riocard (Semove) - 16 - Nova Friburgo - São Fidélis - A;Riocard (Semove);59,65;3;7;RJ;Rio de Janeiro;01/12/2025
16601;Riocard (Semove) - 17 - Nova Friburgo - Cantagalo - A;Riocard (Semove);20,10;3;7;RJ;Rio de Janeiro;01/12/2025
16602;Riocard (Semove) - 18 - Macuco - Cantagalo - A;Riocard (Semove);6,35;3;7;RJ;Rio de Janeiro;01/12/2025
16603;Riocard (Semove) - 19 - Alcântara - Nova Friburgo - A;Riocard (Semove);44,50;3;7;RJ;Rio de Janeiro;01/12/2025
16604;Riocard (Semove) - 20 - Alcântara - São Fidélis - A;Riocard (Semove);105,80;3;7;RJ;Rio de Janeiro;01/12/2025
16605;Riocard (Semove) - 21 - Manilha - Cantagalo - A;Riocard (Semove);60,90;3;7;RJ;Rio de Janeiro;01/12/2025
16606;Riocard (Semove) - 22 - Rio de Janeiro - Cachoeira de Macacu - A;Riocard (Semove);40,50;3;7;RJ;Rio de Janeiro;01/12/2025
16607;Riocard (Semove) - 23 - Manilha - Cachoeira de Macacu - A;Riocard (Semove);21,50;3;7;RJ;Rio de Janeiro;01/12/2025
16608;Riocard (Semove) - 24 - Manilha - Nova Friburgo - A;Riocard (Semove);37,95;3;7;RJ;Rio de Janeiro;01/12/2025
16609;Riocard (Semove) - 25 - Cordeiro - Niterói - A;Riocard (Semove);68,80;3;7;RJ;Rio de Janeiro;01/12/2025
16610;Riocard (Semove) - 26 - Cordeiro - Rio de Janeiro - A;Riocard (Semove);72,00;3;7;RJ;Rio de Janeiro;01/12/2025
16611;Riocard (Semove) - 27 - Bom Jardim - Rio de Janeiro - A;Riocard (Semove);65,75;3;7;RJ;Rio de Janeiro;01/12/2025
16612;Riocard (Semove) - 28 - Cantagalo - Rio de Janeiro - A;Riocard (Semove);79,45;3;7;RJ;Rio de Janeiro;01/12/2025
16613;Riocard (Semove) - 29 - Macuco - Rio de Janeiro - A;Riocard (Semove);86,50;3;7;RJ;Rio de Janeiro;01/12/2025
16614;Riocard (Semove) - 30 - Macuco - Niterói - A;Riocard (Semove);76,05;3;7;RJ;Rio de Janeiro;01/12/2025
16615;Riocard (Semove) - 31 - Nova Friburgo - Cordeiro - A;Riocard (Semove);17,85;3;7;RJ;Rio de Janeiro;01/12/2025
16616;Riocard (Semove) - 32 - Nova Friburgo - Macuco - A;Riocard (Semove);28,95;3;7;RJ;Rio de Janeiro;01/12/2025
16617;Riocard (Semove) - 33 - Nova Friburgo - Valão do Barro - A;Riocard (Semove);37,80;3;7;RJ;Rio de Janeiro;01/12/2025
16618;Riocard (Semove) - 34 - Niterói - Cachoeira de Macacu - A;Riocard (Semove);33,30;3;7;RJ;Rio de Janeiro;01/12/2025
16619;Riocard (Semove) - 35 - Niterói - Nova Friburgo - A;Riocard (Semove);50,80;3;7;RJ;Rio de Janeiro;01/12/2025
16620;Riocard (Semove) - 36 - Niterói - Ponto da Pergunta - A;Riocard (Semove);90,15;3;7;RJ;Rio de Janeiro;01/12/2025
16621;Riocard (Semove) - 37 - Rio de Janeiro - Ponto da Pergunta - A;Riocard (Semove);93,35;3;7;RJ;Rio de Janeiro;01/12/2025
16622;Riocard (Semove) - 38 - Rio de Janeiro - Valão do Barro - A;Riocard (Semove);86,05;3;7;RJ;Rio de Janeiro;01/12/2025
16623;Riocard (Semove) - 40 - Alcantara - Bom Jardim - A;Riocard (Semove);52,90;3;7;RJ;Rio de Janeiro;01/12/2025
16624;Riocard (Semove) - 41 - Alcantara - Macuco - A;Riocard (Semove);70,55;3;7;RJ;Rio de Janeiro;01/12/2025
16625;Riocard (Semove) - 42 - Alcantara - Cordeiro - A;Riocard (Semove);62,15;3;7;RJ;Rio de Janeiro;01/12/2025
16626;Riocard (Semove) - 43 - Alcantara - Cantagalo - A;Riocard (Semove);64,95;3;7;RJ;Rio de Janeiro;01/12/2025
16627;Riocard (Semove) - 44 - Manilha - São Fidelis - A;Riocard (Semove);101,00;3;7;RJ;Rio de Janeiro;01/12/2025
16628;Riocard (Semove) - 46 - Macuco - Manilha - A;Riocard (Semove);66,95;3;7;RJ;Rio de Janeiro;01/12/2025
16629;Riocard (Semove) - 47 - Cordeiro - Valão do Barro - A;Riocard (Semove);19,80;3;7;RJ;Rio de Janeiro;01/12/2025
16630;Riocard (Semove) - 48 - Bom Jardim - Manilha - A;Riocard (Semove);48,50;3;7;RJ;Rio de Janeiro;01/12/2025
16631;Riocard (Semove) - 0 - Rio de Janeiro - Miracema (via Venda das Pedras/Niterói) - A;Riocard (Semove);125,65;3;7;RJ;Rio de Janeiro;01/12/2025
16632;Riocard (Semove) - 2 - Nova Friburgo - Bom Jardim - A;Riocard (Semove);10,35;3;7;RJ;Rio de Janeiro;01/12/2025
16633;Riocard (Semove) - 3 - Bom Jardim - Cordeiro - A;Riocard (Semove);10,20;3;7;RJ;Rio de Janeiro;01/12/2025
16634;Riocard (Semove) - 5 - Macuco - Valão do Barro - A;Riocard (Semove);12,55;3;7;RJ;Rio de Janeiro;01/12/2025
16635;Riocard (Semove) - 6 - Santo Antonio de Pádua - Miracema - A;Riocard (Semove);7,10;3;7;RJ;Rio de Janeiro;01/12/2025
16636;Riocard (Semove) - 7 - Itaocara - Santo Antonio de Pádua - A;Riocard (Semove);10,20;3;7;RJ;Rio de Janeiro;01/12/2025
16637;Riocard (Semove) - 8 - Valão do Barro - Itaocara - A;Riocard (Semove);13,20;3;7;RJ;Rio de Janeiro;01/12/2025
16638;Riocard (Semove) - 9 - Niterói - Macuco - A;Riocard (Semove);76,05;3;7;RJ;Rio de Janeiro;01/12/2025
16639;Riocard (Semove) - 10 - Aperibé - Miracema - A;Riocard (Semove);12,85;3;7;RJ;Rio de Janeiro;01/12/2025
16640;Riocard (Semove) - 11 - Aperibé - Ponto da Pergunta - A;Riocard (Semove);8,40;3;7;RJ;Rio de Janeiro;01/12/2025
16641;Riocard (Semove) - 12 - Aperibé - Santo Antonio de Pádua - A;Riocard (Semove);8,60;3;7;RJ;Rio de Janeiro;01/12/2025
16642;Riocard (Semove) - 13 - Bom Jardim - Rio de Janeiro - A;Riocard (Semove);65,75;3;7;RJ;Rio de Janeiro;01/12/2025
16643;Riocard (Semove) - 14 - Cantagalo - Nitéroi - A;Riocard (Semove);69,15;3;7;RJ;Rio de Janeiro;01/12/2025
16644;Riocard (Semove) - 15 - Cantagalo - Nova Friburgo - A;Riocard (Semove);20,10;3;7;RJ;Rio de Janeiro;01/12/2025
16645;Riocard (Semove) - 16 - Cantagalo - Rio de Janeiro - A;Riocard (Semove);79,45;3;7;RJ;Rio de Janeiro;01/12/2025
16646;Riocard (Semove) - 17 - Cordeiro - Itaocara - A;Riocard (Semove);27,25;3;7;RJ;Rio de Janeiro;01/12/2025
16647;Riocard (Semove) - 18 - Cordeiro - Miracema - A;Riocard (Semove);50,30;3;7;RJ;Rio de Janeiro;01/12/2025
16648;Riocard (Semove) - 19 - Cordeiro - Niterói - A;Riocard (Semove);68,80;3;7;RJ;Rio de Janeiro;01/12/2025
16649;Riocard (Semove) - 20 - Cordeiro - Rio de Janeiro - A;Riocard (Semove);72,00;3;7;RJ;Rio de Janeiro;01/12/2025
16650;Riocard (Semove) - 21 - Cordeiro - Santo Antônio de Pádua - A;Riocard (Semove);43,20;3;7;RJ;Rio de Janeiro;01/12/2025
16651;Riocard (Semove) - 22 - Cordeiro - Valão do Barro - A;Riocard (Semove);19,80;3;7;RJ;Rio de Janeiro;01/12/2025
16652;Riocard (Semove) - 23 - Itaocara - Macuco - A;Riocard (Semove);25,75;3;7;RJ;Rio de Janeiro;01/12/2025
16653;Riocard (Semove) - 24 - Itaocara - Miracema - A;Riocard (Semove);17,30;3;7;RJ;Rio de Janeiro;01/12/2025
16654;Riocard (Semove) - 25 - Itaocara - Niterói - A;Riocard (Semove);96,05;3;7;RJ;Rio de Janeiro;01/12/2025
16655;Riocard (Semove) - 26 - Itaocara - Nova Friburgo - A;Riocard (Semove);46,20;3;7;RJ;Rio de Janeiro;01/12/2025
16656;Riocard (Semove) - 27 - Itaocara - Rio de Janeiro - A;Riocard (Semove);99,25;3;7;RJ;Rio de Janeiro;01/12/2025
16657;Riocard (Semove) - 28 - Macuco - Miracema - A;Riocard (Semove);43,05;3;7;RJ;Rio de Janeiro;01/12/2025
16658;Riocard (Semove) - 29 - Macuco - Nova Friburgo - A;Riocard (Semove);25,25;3;7;RJ;Rio de Janeiro;01/12/2025
16659;Riocard (Semove) - 30 - Macuco - Rio de Janeiro - A;Riocard (Semove);86,50;3;7;RJ;Rio de Janeiro;01/12/2025
16660;Riocard (Semove) - 31 - Macuco - Santo Antônio de Pádua - A;Riocard (Semove);35,95;3;7;RJ;Rio de Janeiro;01/12/2025
16661;Riocard (Semove) - 32 - Miracema - Niterói - A;Riocard (Semove);113,35;3;7;RJ;Rio de Janeiro;01/12/2025
16662;Riocard (Semove) - 33 - Miracema - Nova Friburgo - A;Riocard (Semove);63,55;3;7;RJ;Rio de Janeiro;01/12/2025
16663;Riocard (Semove) - 34 - Miracema - Valão do Barro - A;Riocard (Semove);30,50;3;7;RJ;Rio de Janeiro;01/12/2025
16664;Riocard (Semove) - 37 - Niterói - Santo Antônio de Pádua - A;Riocard (Semove);112,00;3;7;RJ;Rio de Janeiro;01/12/2025
16665;Riocard (Semove) - 38 - Niterói - Valão do Barro - A;Riocard (Semove);82,85;3;7;RJ;Rio de Janeiro;01/12/2025
16666;Riocard (Semove) - 40 - Nova Friburgo - Santo Antônio de Pádua - A;Riocard (Semove);61,20;3;7;RJ;Rio de Janeiro;01/12/2025
16667;Riocard (Semove) - 41 - Nova Friburgo - Valão do Barro - A;Riocard (Semove);37,80;3;7;RJ;Rio de Janeiro;01/12/2025
16668;Riocard (Semove) - 42 - Ponto da Pergunta - Rio de Janeiro - A;Riocard (Semove);93,35;3;7;RJ;Rio de Janeiro;01/12/2025
16669;Riocard (Semove) - 43 - Rio de Janeiro - Santo Antônio de Pádua - A;Riocard (Semove);115,20;3;7;RJ;Rio de Janeiro;01/12/2025
16670;Riocard (Semove) - 44 - Rio de Janeiro - Valão do Barro - A;Riocard (Semove);86,05;3;7;RJ;Rio de Janeiro;01/12/2025
16671;Riocard (Semove) - 45 - Santo Antônio de Pádua - Valão do Barro - A;Riocard (Semove);23,40;3;7;RJ;Rio de Janeiro;01/12/2025
16672;Riocard (Semove) - 46 - Alcântara - Macuco - A;Riocard (Semove);70,55;3;7;RJ;Rio de Janeiro;01/12/2025
16673;Riocard (Semove) - 47 - Alcântara - Itaocara - A;Riocard (Semove);95,40;3;7;RJ;Rio de Janeiro;01/12/2025
16674;Riocard (Semove) - 48 - Alcântara - Miracema - A;Riocard (Semove);111,00;3;7;RJ;Rio de Janeiro;01/12/2025
16675;Riocard (Semove) - 49 - Cordeiro - Manilha - A;Riocard (Semove);57,70;3;7;RJ;Rio de Janeiro;01/12/2025
16676;Riocard (Semove) - 50 - Cantagalo - Manilha - A;Riocard (Semove);60,50;3;7;RJ;Rio de Janeiro;01/12/2025
16677;Riocard (Semove) - 51 - Macuco - Manilha - A;Riocard (Semove);66,95;3;7;RJ;Rio de Janeiro;01/12/2025
16678;Riocard (Semove) - 52 - Itaocara - Manilha - A;Riocard (Semove);91,00;3;7;RJ;Rio de Janeiro;01/12/2025
16679;Riocard (Semove) - 53 - Manilha - Santo Antônio de Pádua - A;Riocard (Semove);99,40;3;7;RJ;Rio de Janeiro;01/12/2025
16680;Riocard (Semove) - 54 - Manilha - Miracema - A;Riocard (Semove);106,60;3;7;RJ;Rio de Janeiro;01/12/2025
16681;Riocard (Semove) - 55 - Aperibé - Niterói - A;Riocard (Semove);100,50;3;7;RJ;Rio de Janeiro;01/12/2025
16682;Riocard (Semove) - 56 - Alcântara - Aperibé - A;Riocard (Semove);97,40;3;7;RJ;Rio de Janeiro;01/12/2025
16683;Riocard (Semove) - 57 - Alcântara - Ponto da Pergunta - A;Riocard (Semove);89,00;3;7;RJ;Rio de Janeiro;01/12/2025
16684;Riocard (Semove) - 58 - Manilha - Valão do Barro - A;Riocard (Semove);79,00;3;7;RJ;Rio de Janeiro;01/12/2025
16685;Riocard (Semove) - 59 - Manilha - Ponto da Pergunta - A;Riocard (Semove);85,40;3;7;RJ;Rio de Janeiro;01/12/2025
16686;Riocard (Semove) - 0 - Rio de Janeiro - São Sebastião do Alto - A;Riocard (Semove);95,85;3;7;RJ;Rio de Janeiro;01/12/2025
16687;Riocard (Semove) - 3 - Bom Jardim - Monerat - A;Riocard (Semove);3,15;3;7;RJ;Rio de Janeiro;01/12/2025
16688;Riocard (Semove) - 4 - Monerat - Cordeiro - A;Riocard (Semove);4,50;3;7;RJ;Rio de Janeiro;01/12/2025
16689;Riocard (Semove) - 5 - Cordeiro - Macuco - A;Riocard (Semove);7,25;3;7;RJ;Rio de Janeiro;01/12/2025
16690;Riocard (Semove) - 6 - Macuco - São Sebastião do Alto - A;Riocard (Semove);9,90;3;7;RJ;Rio de Janeiro;01/12/2025
16691;Riocard (Semove) - 7 - Cachoeiras de Macacu - Macuco - A;Riocard (Semove);43,55;3;7;RJ;Rio de Janeiro;01/12/2025
16692;Riocard (Semove) - 8 - Bom Jardim - Rio de Janeiro - A;Riocard (Semove);89,25;3;7;RJ;Rio de Janeiro;01/12/2025
16693;Riocard (Semove) - 9 - Niterói - São Sebastião do Alto - A;Riocard (Semove);69,10;3;7;RJ;Rio de Janeiro;01/12/2025
16694;Riocard (Semove) - 10 - Rio de Janeiro - Nova Friburgo - A;Riocard (Semove);57,30;3;7;RJ;Rio de Janeiro;01/12/2025
16695;Riocard (Semove) - 11 - Rio de Janeiro - Cachoeiras de Macacu - A;Riocard (Semove);40,50;3;7;RJ;Rio de Janeiro;01/12/2025
16696;Riocard (Semove) - 12 - Manilha - São Sebastião do Alto - A;Riocard (Semove);75,75;3;7;RJ;Rio de Janeiro;01/12/2025
16697;Riocard (Semove) - 13 - Manilha - Nova Friburgo - A;Riocard (Semove);40,10;3;7;RJ;Rio de Janeiro;01/12/2025
16698;Riocard (Semove) - 14 - Manilha - Cachoeiras de Macacu - A;Riocard (Semove);23,35;3;7;RJ;Rio de Janeiro;01/12/2025
16699;Riocard (Semove) - 15 - Manilha - Cordeiro - A;Riocard (Semove);57,70;3;7;RJ;Rio de Janeiro;01/12/2025
16700;Riocard (Semove) - 16 - Manilha - Bom Jardim - A;Riocard (Semove);48,50;3;7;RJ;Rio de Janeiro;01/12/2025
16701;Riocard (Semove) - 17 - Alcântara - São Sebastião do Alto - A;Riocard (Semove);79,75;3;7;RJ;Rio de Janeiro;01/12/2025
16702;Riocard (Semove) - 18 - Alcântara - Nova Friburgo - A;Riocard (Semove);44,50;3;7;RJ;Rio de Janeiro;01/12/2025
16703;Riocard (Semove) - 19 - Alcântara - Cordeiro - A;Riocard (Semove);62,15;3;7;RJ;Rio de Janeiro;01/12/2025
16704;Riocard (Semove) - 20 - Alcântara - Bom Jardim - A;Riocard (Semove);52,90;3;7;RJ;Rio de Janeiro;01/12/2025
16705;Riocard (Semove) - 21 - Nova Friburgo - Cordeiro - A;Riocard (Semove);35,65;3;7;RJ;Rio de Janeiro;01/12/2025
16706;Riocard (Semove) - 22 - Niterói - Cantagalo - A;Riocard (Semove);71,75;3;7;RJ;Rio de Janeiro;01/12/2025
16707;Riocard (Semove) - 23 - Niterói - Cordeiro - A;Riocard (Semove);68,95;3;7;RJ;Rio de Janeiro;01/12/2025
16708;Riocard (Semove) - 24 - Niterói - Nova Friburgo - A;Riocard (Semove);51,30;3;7;RJ;Rio de Janeiro;01/12/2025
16709;Riocard (Semove) - 25 - Niterói - Macuco - A;Riocard (Semove);77,75;3;7;RJ;Rio de Janeiro;01/12/2025
16710;Riocard (Semove) - 26 - Rio de Janeiro - Cantagalo - A;Riocard (Semove);77,75;3;7;RJ;Rio de Janeiro;01/12/2025
16711;Riocard (Semove) - 27 - Rio de Janeiro - Cordeiro - A;Riocard (Semove);74,95;3;7;RJ;Rio de Janeiro;01/12/2025
16712;Riocard (Semove) - 28 - Rio de Janeiro - Macuco - A;Riocard (Semove);83,75;3;7;RJ;Rio de Janeiro;01/12/2025
16713;Riocard (Semove) - 0 - S105 - Nova Friburgo - Cachoeiras de Macacu - SA;Riocard (Semove);16,30;3;7;RJ;Rio de Janeiro;01/12/2025
16714;Riocard (Semove) - 0 - Cachoeiras de Macacu - Nova Friburgo - AC;Riocard (Semove);16,45;3;7;RJ;Rio de Janeiro;01/12/2025
16715;Riocard (Semove) - 0 - S109 - Nova Friburgo - Macuco (via Cantagalo) - SA;Riocard (Semove);26,50;3;7;RJ;Rio de Janeiro;01/12/2025
16716;Riocard (Semove) - 1 - Cantagalo - Macuco - SA;Riocard (Semove);6,15;3;7;RJ;Rio de Janeiro;01/12/2025
16717;Riocard (Semove) - 2 - Monerat - Cantagalo - SA;Riocard (Semove);7,15;3;7;RJ;Rio de Janeiro;01/12/2025
16718;Riocard (Semove) - 3 - Cordeiro - Macuco - SA;Riocard (Semove);9,40;3;7;RJ;Rio de Janeiro;01/12/2025
16719;Riocard (Semove) - 4 - Monerat - Cordeiro - SA;Riocard (Semove);4,05;3;7;RJ;Rio de Janeiro;01/12/2025
16720;Riocard (Semove) - 5 - Bom Jardim - Monerat - SA;Riocard (Semove);5,05;3;7;RJ;Rio de Janeiro;01/12/2025
16721;Riocard (Semove) - 6 - Banquete - Bom Jardim - SA;Riocard (Semove);3,30;3;7;RJ;Rio de Janeiro;01/12/2025
16722;Riocard (Semove) - 7 - Nova Friburgo - Banquete - SA;Riocard (Semove);5,10;3;7;RJ;Rio de Janeiro;01/12/2025
16723;Riocard (Semove) - 8 - Bom Jardim - Cordeiro - SA;Riocard (Semove);9,15;3;7;RJ;Rio de Janeiro;01/12/2025
16724;Riocard (Semove) - 9 - Bom Jardim - Cantagalo - SA;Riocard (Semove);11,95;3;7;RJ;Rio de Janeiro;01/12/2025
16725;Riocard (Semove) - 10 - Bom Jardim - Macuco - SA;Riocard (Semove);18,00;3;7;RJ;Rio de Janeiro;01/12/2025
16726;Riocard (Semove) - 11 - Bom Jardim - Nova Friburgo - SA;Riocard (Semove);8,75;3;7;RJ;Rio de Janeiro;01/12/2025
16727;Riocard (Semove) - 12 - Cordeiro - Nova Friburgo - SA;Riocard (Semove);17,70;3;7;RJ;Rio de Janeiro;01/12/2025
16728;Riocard (Semove) - 14 - Cantagalo - Nova Friburgo - SA;Riocard (Semove);20,40;3;7;RJ;Rio de Janeiro;01/12/2025
16729;Riocard (Semove) - 15 - Monerat - Nova Friburgo - SA;Riocard (Semove);13,50;3;7;RJ;Rio de Janeiro;01/12/2025
16730;Riocard (Semove) - 0 - S111 - Cantagalo - Nova Friburgo - SA;Riocard (Semove);20,40;3;7;RJ;Rio de Janeiro;01/12/2025
16731;Riocard (Semove) - 1 - Bom Jardim - Nova Friburgo - SA;Riocard (Semove);8,75;3;7;RJ;Rio de Janeiro;01/12/2025
16732;Riocard (Semove) - 2 - Monerat - Nova Friburgo - SA;Riocard (Semove);13,50;3;7;RJ;Rio de Janeiro;01/12/2025
16733;Riocard (Semove) - 3 - Bom Jardim - Monerat - SA;Riocard (Semove);5,05;3;7;RJ;Rio de Janeiro;01/12/2025
16734;Riocard (Semove) - 4 - Cantagalo - Bom Jardim - SA;Riocard (Semove);11,95;3;7;RJ;Rio de Janeiro;01/12/2025
16735;Riocard (Semove) - 5 - Cantagalo - Monerat - SA;Riocard (Semove);7,15;3;7;RJ;Rio de Janeiro;01/12/2025
16736;Riocard (Semove) - 6 - Bom Jardim - Cordeiro - SA;Riocard (Semove);9,15;3;7;RJ;Rio de Janeiro;01/12/2025
16737;Riocard (Semove) - 7 - Monerat - Cordeiro - SA;Riocard (Semove);4,05;3;7;RJ;Rio de Janeiro;01/12/2025
16738;Riocard (Semove) - 8 - Cordeiro - Nova Friburgo - SA;Riocard (Semove);17,70;3;7;RJ;Rio de Janeiro;01/12/2025
16739;Riocard (Semove) - 0 - S404 - Monerat - Nova Friburgo - SA;Riocard (Semove);13,50;3;7;RJ;Rio de Janeiro;01/12/2025
16740;Riocard (Semove) - 1 - Monerat - Bom Jardim - SA;Riocard (Semove);5,05;3;7;RJ;Rio de Janeiro;01/12/2025
16741;Riocard (Semove) - 2 - Bom Jardim - Nova Friburgo - SA;Riocard (Semove);8,50;3;7;RJ;Rio de Janeiro;01/12/2025
16742;Riocard (Semove) - 0 - S401 - Nova Friburgo - Córrego de Santo Antonio - SA;Riocard (Semove);19,10;3;7;RJ;Rio de Janeiro;01/12/2025
16743;Riocard (Semove) - 1 - Nova Friburgo - Banquete - SA;Riocard (Semove);6,65;3;7;RJ;Rio de Janeiro;01/12/2025
16744;Riocard (Semove) - 2 - Banquete - Bom Jardim - SA;Riocard (Semove);3,30;3;7;RJ;Rio de Janeiro;01/12/2025
16745;Riocard (Semove) - 3 - Bom Jardim - São J.do Ribeirão - SA;Riocard (Semove);2,40;3;7;RJ;Rio de Janeiro;01/12/2025
16746;Riocard (Semove) - 4 - São J.do Ribeirão - Trapiche - SA;Riocard (Semove);2,80;3;7;RJ;Rio de Janeiro;01/12/2025
16747;Riocard (Semove) - 5 - Trapiche - Córrego de Santo Antonio - SA;Riocard (Semove);3,80;3;7;RJ;Rio de Janeiro;01/12/2025
16748;Riocard (Semove) - 6 - Bom Jardim - Nova Friburgo - SA;Riocard (Semove);8,50;3;7;RJ;Rio de Janeiro;01/12/2025
16749;Riocard (Semove) - 7 - Nova Friburgo - São José do Ribeirão - SA;Riocard (Semove);12,50;3;7;RJ;Rio de Janeiro;01/12/2025
16750;Riocard (Semove) - 0 - S400 - Nova Friburgo - Barra dos Passos - SA;Riocard (Semove);28,25;3;7;RJ;Rio de Janeiro;01/12/2025
16751;Riocard (Semove) - 2 - Bom Jardim - São J.do Ribeirão - SA;Riocard (Semove);2,40;3;7;RJ;Rio de Janeiro;01/12/2025
16752;Riocard (Semove) - 3 - São J. do Ribeirão - Barra Alegre - SA;Riocard (Semove);5,00;3;7;RJ;Rio de Janeiro;01/12/2025
16753;Riocard (Semove) - 4 - Barra Alegre - Monte Café - SA;Riocard (Semove);4,25;3;7;RJ;Rio de Janeiro;01/12/2025
16754;Riocard (Semove) - 5 - Monte Café - Barra dos Passos - SA;Riocard (Semove);6,45;3;7;RJ;Rio de Janeiro;01/12/2025
16755;Riocard (Semove) - 7 - Bom Jardim - Nova Friburgo - SA;Riocard (Semove);8,50;3;7;RJ;Rio de Janeiro;01/12/2025
16756;Riocard (Semove) - 8 - Nova Friburgo - São José do Ribeirão - SA;Riocard (Semove);12,50;3;7;RJ;Rio de Janeiro;01/12/2025
16757;Riocard (Semove) - 9 - Almas - Nova Friburgo - SA;Riocard (Semove);23,65;3;7;RJ;Rio de Janeiro;01/12/2025
16758;Riocard (Semove) - 10 - Almas - Bom Jardim - SA;Riocard (Semove);15,15;3;7;RJ;Rio de Janeiro;01/12/2025
16759;Riocard (Semove) - 11 - Barra Alegre - Nova Friburgo - SA;Riocard (Semove);16,15;3;7;RJ;Rio de Janeiro;01/12/2025
